,Month,Day,Temp ,Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Hmdx,Wind Chill,Weather,Binary Weather,Hour,Discrete Weather
276,9,25,12,10.5,90,4,13,24.1,100.78,29,-9,Good Weather,Good Weather,2,1
277,1,3,0.3,-0.7,93,9,8,24.1,100.27,29,-9,Cloudy,Bad Weather,10,0
278,5,1,8.2,7.9,98,7,21,2.4,96.87,29,-9,"Rain,Fog",Bad Weather,4,0
279,10,11,8.5,8,97,20,8,24.1,99.64,29,-9,Good Weather,Good Weather,23,1
280,11,7,0.6,-2.9,77,30,34,24.1,99.78,29,-9,Good Weather,Good Weather,17,1
281,5,7,15.5,6.3,54,25,13,24.1,99.63,29,-9,Good Weather,Good Weather,20,1
282,7,30,11.3,10.6,96,28,10,24.1,100.01,29,-9,Clear,Good Weather,1,1
283,2,18,-15.6,-17.6,85,23,8,24.1,100.8,29,-21,Good Weather,Good Weather,3,1
284,7,17,20.4,16,75,16,8,24.1,99.78,25,-9,Mostly Cloudy,Bad Weather,22,0
285,12,17,-1.4,-5.2,75,7,16,24.1,101.37,29,-6,Good Weather,Good Weather,0,1
286,1,5,-1.3,-2.5,91,7,33,16.1,99.74,29,-8,Freezing Rain,Bad Weather,0,0
287,8,24,18.9,15,78,13,14,24.1,100.22,29,-9,Good Weather,Good Weather,8,1
288,2,10,0.1,-0.1,99,8,18,4.8,98.76,29,-9,"Rain,Fog",Bad Weather,0,0
289,1,14,-9.3,-13.2,73,30,14,24.1,100.57,29,-16,Good Weather,Good Weather,14,1
290,5,18,9.3,-5,36,29,10,24.1,101.17,29,-9,Good Weather,Good Weather,9,1
291,3,10,-0.4,-6.5,63,1,22,24.1,100.94,29,-6,Good Weather,Good Weather,0,1
292,2,6,-6.4,-13.2,59,33,10,24.1,101.16,29,-11,Clear,Good Weather,13,1
293,6,24,19.5,19,97,2,13,16.1,99.76,29,-9,Rain Showers,Bad Weather,4,0
294,10,7,9.5,9.5,100,19,7,8.1,98.73,29,-9,Fog,Bad Weather,23,0
295,1,7,-6.7,-9.6,80,32,24,24.1,100.9,29,-14,Snow Showers,Bad Weather,12,0
296,4,16,19.1,7.1,45,8,10,24.1,99.51,29,-9,Good Weather,Good Weather,11,1
297,8,8,18,18,100,24,13,2.4,98.65,29,-9,Fog,Bad Weather,4,0
298,4,30,9.6,9,96,7,40,3.2,97.89,29,-9,"Moderate Rain,Fog",Bad Weather,20,0
299,4,13,16.2,10,67,21,12,24.1,99.48,29,-9,Good Weather,Good Weather,23,1
300,6,25,25.7,18.4,63,12,9,2.4,99.65,32,-9,Smoke,Bad Weather,15,0
301,11,4,5.6,2.2,79,33,15,24.1,100.64,29,-9,Good Weather,Good Weather,5,1
302,9,6,20.5,20.5,100,24,5,24.1,99.86,28,-9,Good Weather,Good Weather,3,1
303,11,24,-7.1,-15.7,51,30,17,24.1,101.21,29,-14,Clear,Good Weather,22,1
304,11,25,-9.7,-12.2,82,23,10,24.1,101.25,29,-15,Good Weather,Good Weather,5,1
305,5,21,12.7,-0.6,40,36,13,24.1,100.61,29,-9,Good Weather,Good Weather,21,1
306,6,21,26.3,12,41,8,16,24.1,100.87,29,-9,Good Weather,Good Weather,18,1
307,4,23,10.1,6,75,12,9,24.1,99.97,29,-9,Good Weather,Good Weather,17,1
308,7,3,19.2,19.2,100,6,8,0.2,99.61,29,-9,Fog,Bad Weather,3,0
309,6,28,16.2,13.8,86,29,19,24.1,99.58,29,-9,Good Weather,Good Weather,12,1
310,12,25,-0.1,-1.5,90,5,6,12.9,101.53,29,-2,Bad_Weather,Bad Weather,5,0
311,2,5,-16.8,-19.8,78,7,9,1.6,100.06,29,-23,Snow,Bad Weather,7,0
312,10,27,20.2,16.4,78,21,18,24.1,99.77,25,-9,Good Weather,Good Weather,15,1
313,12,21,-7.4,-12.4,68,32,15,24.1,102.25,29,-14,Good Weather,Good Weather,17,1
314,2,1,-9.5,-14.5,67,21,14,16.1,100.8,29,-16,Bad_Weather,Bad Weather,12,0
315,7,4,19.3,18.9,97,21,4,24.1,99.84,29,-9,Clear,Good Weather,1,1
316,7,26,27.9,21.8,69,23,14,16.1,99.9,37,-9,Bad_Weather,Bad Weather,14,0
317,6,26,26.2,20.9,72,12,16,12.9,99.04,35,-9,Mostly Cloudy,Bad Weather,13,0
318,8,26,18.5,13.6,73,34,37,24.1,100.02,29,-9,Good Weather,Good Weather,14,1
319,3,27,2.8,-5,57,36,17,24.1,100.61,29,-9,Good Weather,Good Weather,21,1
320,1,23,-1.5,-4.5,80,23,14,24.1,99.55,29,-6,Good Weather,Good Weather,21,1
321,4,19,3.3,-1.7,70,28,27,24.1,100.17,29,-9,Mostly Cloudy,Bad Weather,10,0
322,10,28,5.7,-2,58,34,22,24.1,100.93,29,-9,Cloudy,Bad Weather,22,0
323,11,12,-3.4,-6.4,80,31,9,24.1,102.07,29,-7,Good Weather,Good Weather,6,1
324,10,30,-0.5,-1.6,93,26,12,24.1,100.16,29,-4,Good Weather,Good Weather,21,1
325,5,18,12.9,1,44,20,14,24.1,100.79,29,-9,Mostly Cloudy,Bad Weather,19,0
326,2,22,-10.6,-17,60,36,7,24.1,100.98,29,-15,Good Weather,Good Weather,11,1
327,9,10,19.9,15,73,10,16,24.1,100.62,29,-9,Good Weather,Good Weather,14,1
328,6,18,21.2,13.7,61,15,10,24.1,99.97,29,-9,Cloudy,Bad Weather,16,0
329,11,21,-1,-2.8,88,8,23,12.9,100.46,29,-7,Freezing Rain,Bad Weather,20,0
330,2,12,2.7,-3.4,64,8,12,24.1,99.98,29,-9,Mainly Clear,Good Weather,16,1
331,2,1,-18.5,-20.7,83,8,7,12.9,100.91,29,-24,Snow,Bad Weather,8,0
332,4,5,-0.1,-0.6,97,9,26,6.4,99.99,29,-6,"Freezing Rain,Fog",Bad Weather,16,0
333,10,9,8,7.1,94,19,13,12.9,98.95,29,-9,Rain,Bad Weather,18,0
334,7,13,17.6,16.6,94,9,31,24.1,99.29,29,-9,Good Weather,Good Weather,9,1
335,5,27,28,4.7,22,26,16,24.1,100.87,27,-9,Clear,Good Weather,16,1
336,1,15,-8.7,-11.3,82,25,7,24.1,101.34,29,-13,Good Weather,Good Weather,15,1
337,3,4,-1.4,-1.8,97,20,4,24.1,100.17,29,-3,Good Weather,Good Weather,23,1
338,5,25,14.1,-1.6,34,33,26,24.1,101.18,29,-9,Good Weather,Good Weather,11,1
339,12,31,-6,-11.1,67,33,3,24.1,100.32,29,-7,Good Weather,Good Weather,18,1
340,4,11,14.1,2.2,44,26,23,24.1,99.45,29,-9,Good Weather,Good Weather,20,1
341,1,30,-14.9,-16.4,88,27,10,24.1,101.06,29,-21,Good Weather,Good Weather,5,1
342,3,30,-1.5,-13.1,41,13,7,24.1,100.91,29,-4,Clear,Good Weather,19,1
343,1,24,-0.6,-3,84,24,26,24.1,99.77,29,-7,Good Weather,Good Weather,9,1
344,4,10,16.4,1.3,36,21,25,24.1,101.08,29,-9,Mainly Clear,Good Weather,13,1
345,9,18,20.2,14.3,68,27,10,24.1,99.66,29,-9,Good Weather,Good Weather,11,1
346,5,7,15.5,5,49,28,10,24.1,100.3,29,-9,Good Weather,Good Weather,8,1
347,4,6,3.9,-4.7,53,23,14,24.1,100.75,29,-9,Good Weather,Good Weather,23,1
348,4,9,-2.2,-6.5,73,25,8,24.1,101.77,29,-5,Good Weather,Good Weather,2,1
349,2,13,3.1,-3.6,61,9,5,24.1,98.5,29,-9,Good Weather,Good Weather,15,1
350,5,15,6,-1.9,57,25,12,24.1,101.09,29,-9,Clear,Good Weather,1,1
351,1,18,-2.3,-2.5,99,28,12,1.6,98.98,29,-7,"Freezing Rain,Ice Pellets,Fog",Bad Weather,6,0
352,5,12,20.3,11.7,57,28,15,24.1,100.37,29,-9,Mainly Clear,Good Weather,10,1
353,12,31,-5.9,-9.8,74,30,15,24.1,100.11,29,-12,Mostly Cloudy,Bad Weather,7,0
354,5,9,5.2,-2.5,58,32,5,24.1,100.31,29,-9,Good Weather,Good Weather,5,1
355,11,18,0.6,-2.7,78,20,8,24.1,99.28,29,-9,Mostly Cloudy,Bad Weather,22,0
356,10,30,1.1,-2.4,78,32,17,24.1,100.02,29,-9,Clear,Good Weather,19,1
357,11,21,-0.9,-7.3,62,8,28,24.1,100.89,29,-7,Cloudy,Bad Weather,16,0
358,5,27,27.8,5.8,24,25,21,24.1,100.93,27,-9,Good Weather,Good Weather,15,1
359,10,21,9.4,9.4,100,28,27,19.3,97.88,29,-9,Drizzle,Bad Weather,16,0
360,11,15,-1,-1.9,93,15,11,24.1,101.16,29,-5,Mainly Clear,Good Weather,4,1
361,3,7,-4.6,-9.9,66,33,29,24.1,100.97,29,-12,Snow,Bad Weather,23,0
362,2,28,-0.8,-4.1,79,26,17,24.1,99.67,29,-6,Good Weather,Good Weather,20,1
363,4,14,15,9.4,69,24,10,24.1,99.57,29,-9,Clear,Good Weather,1,1
364,12,2,0.7,-0.4,92,1,17,16.1,100.16,29,-9,Snow,Bad Weather,2,0
365,4,19,3.2,-5.5,53,31,25,24.1,100.51,29,-9,Good Weather,Good Weather,17,1
366,3,4,-0.9,-1.4,96,18,5,24.1,99.94,29,-3,Mostly Cloudy,Bad Weather,19,0
367,6,16,19.7,14.5,72,27,10,8.1,99.38,29,-9,Smoke,Bad Weather,10,0
368,11,21,-6.7,-9.2,83,7,18,24.1,101.75,29,-13,Good Weather,Good Weather,8,1
369,2,25,-20.1,-24.3,70,26,4,24.1,102.25,29,-24,Clear,Good Weather,1,1
370,2,5,-19.5,-23.9,68,6,14,24.1,100.34,29,-28,Good Weather,Good Weather,2,1
371,2,17,-8.4,-14,64,33,25,24.1,100.21,29,-17,Good Weather,Good Weather,18,1
372,4,14,15.1,4.6,49,7,17,24.1,99.92,29,-9,Good Weather,Good Weather,20,1
373,11,11,1.2,-6.3,58,29,17,24.1,101.64,29,-9,Good Weather,Good Weather,15,1
374,1,20,-2.8,-3.3,96,1,16,3.2,98.84,29,-8,Snow,Bad Weather,7,0
375,11,14,4.3,1.3,81,31,19,24.1,101.34,29,-9,Good Weather,Good Weather,11,1
376,10,10,8.6,6,84,19,16,24.1,99.21,29,-9,Rain,Bad Weather,10,0
377,12,11,-4.8,-10.4,65,29,30,24.1,100.24,29,-13,Mainly Clear,Good Weather,19,1
378,10,2,11.3,10.9,97,4,9,24.1,101.07,29,-9,Good Weather,Good Weather,3,1
379,5,29,22.3,1.4,25,6,27,24.1,100.51,29,-9,Good Weather,Good Weather,18,1
380,1,16,-5.5,-9.1,76,30,17,24.1,100.07,29,-12,Good Weather,Good Weather,18,1
381,9,19,14.2,12.4,89,29,23,24.1,99.79,29,-9,Good Weather,Good Weather,9,1
382,2,25,-13.6,-17.4,74,11,8,6.4,101.13,29,-19,Snow,Bad Weather,15,0
383,2,20,-8.8,-15.1,61,3,12,24.1,99.48,29,-14,Good Weather,Good Weather,23,1
384,4,3,-3,-5.4,84,10,7,4.8,100.16,29,-6,Snow,Bad Weather,6,0
385,10,22,4.5,3.5,94,30,31,8.1,98.79,29,-9,"Rain,Fog",Bad Weather,10,0
386,9,8,16.9,12.3,74,28,18,24.1,100.33,29,-9,Good Weather,Good Weather,20,1
387,6,19,20.6,13.6,64,11,8,24.1,100.58,29,-9,Clear,Good Weather,19,1
388,3,17,1.3,0.1,92,9,18,6.4,98.49,29,-9,"Rain,Fog",Bad Weather,11,0
389,5,28,17.1,5.9,47,26,13,24.1,100.66,29,-9,Clear,Good Weather,7,1
390,8,5,14.3,12.5,89,32,12,24.1,100.19,29,-9,Good Weather,Good Weather,3,1
391,3,20,1.7,-2.5,73,27,13,24.1,100.62,29,-9,Mostly Cloudy,Bad Weather,22,0
392,7,31,15.3,13.4,88,32,17,24.1,100.11,29,-9,Mostly Cloudy,Bad Weather,7,0
393,7,1,25.9,20.5,71,20,14,6.4,99.68,34,-9,"Thunderstorms,Smoke",Bad Weather,15,0
394,6,12,27,15.8,50,11,34,24.1,99,31,-9,Good Weather,Good Weather,15,1
395,6,2,31.7,12.4,30,33,20,24.1,100.2,34,-9,Good Weather,Good Weather,12,1
396,11,27,-0.2,-4.6,72,25,16,24.1,99.02,29,-5,Good Weather,Good Weather,20,1
397,5,1,8.2,7.7,97,7,28,11.3,97.15,29,-9,Rain,Bad Weather,2,0
398,2,19,2.8,-3,66,13,24,24.1,99.97,29,-9,Mostly Cloudy,Bad Weather,13,0
399,12,26,0.2,-0.2,97,4,10,16.1,101.12,29,-9,Bad_Weather,Bad Weather,5,0
400,2,7,-10.3,-13.8,76,9,20,24.1,100.57,29,-18,Mainly Clear,Good Weather,10,1
401,12,15,2.4,0.1,84,21,14,24.1,100.89,29,-9,Good Weather,Good Weather,9,1
402,4,18,6.9,0.4,63,23,20,24.1,98.82,29,-9,Good Weather,Good Weather,12,1
403,4,4,3,-3.4,63,2,16,24.1,101.29,29,-9,Good Weather,Good Weather,20,1
404,8,17,24.9,19.5,72,18,11,24.1,99.37,32,-9,Good Weather,Good Weather,17,1
405,9,30,14,12.6,91,21,9,24.1,101.01,29,-9,Good Weather,Good Weather,23,1
406,7,5,20.3,20.2,100,24,7,12.9,100.08,28,-9,Bad_Weather,Bad Weather,6,0
407,2,12,-2.3,-4.8,83,8,14,24.1,99.79,29,-7,Clear,Good Weather,22,1
408,5,8,14.1,-1.8,33,31,21,24.1,99.94,29,-9,Good Weather,Good Weather,11,1
409,7,15,25,19.5,71,9,8,24.1,99.73,32,-9,Good Weather,Good Weather,18,1
410,4,13,9.4,2.4,62,17,8,24.1,99.47,29,-9,Clear,Good Weather,7,1
411,3,15,-3.8,-9.8,63,32,35,24.1,99.8,29,-12,Good Weather,Good Weather,3,1
412,5,28,23.1,11.2,47,1,17,24.1,100.26,25,-9,Clear,Good Weather,22,1
413,1,10,-8,-12.1,73,32,12,24.1,100.64,29,-13,Good Weather,Good Weather,15,1
414,8,31,19.2,7.7,47,29,9,24.1,100.52,29,-9,Mostly Cloudy,Bad Weather,13,0
415,8,2,23.2,14.1,56,20,10,24.1,100.8,27,-9,Good Weather,Good Weather,11,1
416,7,24,16.4,15.8,97,17,9,24.1,100.26,29,-9,Clear,Good Weather,4,1
417,5,12,25.2,8.7,34,29,22,24.1,100.09,26,-9,Good Weather,Good Weather,17,1
418,4,1,6.7,2.3,73,30,40,24.1,97.8,29,-9,Good Weather,Good Weather,17,1
419,3,5,-1.6,-2.2,96,19,5,24.1,100.26,29,-3,Good Weather,Good Weather,3,1
420,1,10,-3.6,-8.2,71,31,26,24.1,99.94,29,-11,Good Weather,Good Weather,0,1
421,6,17,16.8,14.4,85,7,9,24.1,99.67,29,-9,Drizzle,Bad Weather,23,0
422,8,13,20.5,16.2,76,25,19,24.1,99.53,25,-9,Good Weather,Good Weather,9,1
423,5,2,11.7,5.7,67,7,14,24.1,98.05,29,-9,Mostly Cloudy,Bad Weather,13,0
424,2,7,-14.1,-16.2,84,10,16,24.1,101.12,29,-22,Good Weather,Good Weather,5,1
425,7,3,19.1,19.1,100,12,4,9.7,99.61,29,-9,Fog,Bad Weather,1,0
426,3,19,-6.7,-12.9,62,22,21,24.1,99.23,29,-14,Good Weather,Good Weather,2,1
427,6,10,12.6,12.5,100,5,6,24.1,99.37,29,-9,Good Weather,Good Weather,6,1
428,12,25,2,0.3,89,7,5,16.1,101.41,29,-9,Bad_Weather,Bad Weather,14,0
429,1,14,-10.6,-14.5,73,28,16,24.1,100.58,29,-18,Good Weather,Good Weather,12,1
430,2,20,0.4,-7.2,57,30,26,24.1,99.18,29,-9,Good Weather,Good Weather,15,1
431,8,8,18.2,18.2,100,26,6,16.1,98.7,29,-9,Bad_Weather,Bad Weather,6,0
432,7,16,23.7,19.5,77,20,5,24.1,99.47,31,-9,Good Weather,Good Weather,11,1
433,2,17,-3.3,-4.3,93,1,21,2.4,99.45,29,-10,"Snow,Ice Pellets",Bad Weather,1,0
434,6,29,22.6,15.7,65,26,9,6.4,100.18,27,-9,Smoke,Bad Weather,19,0
435,9,8,16.8,16.8,100,32,9,24.1,99.84,29,-9,Rain Showers,Bad Weather,8,0
436,5,24,13.1,10.4,84,32,11,16.1,100.35,29,-9,Rain,Bad Weather,6,0
437,1,9,-1.3,-3.2,87,21,23,12.9,99.55,29,-7,Snow,Bad Weather,16,0
438,4,3,7.3,-0.4,58,23,21,24.1,99.41,29,-9,Good Weather,Good Weather,15,1
439,2,3,-24.9,-31.6,55,32,41,24.1,100.54,29,-41,Blowing Snow,Bad Weather,6,0
440,11,20,-6.3,-12.8,61,29,11,24.1,100.9,29,-11,Good Weather,Good Weather,0,1
441,1,31,-9.7,-20.5,42,22,11,24.1,101.19,29,-15,Good Weather,Good Weather,14,1
442,5,1,8.4,7.8,96,8,30,12.9,97.36,29,-9,Cloudy,Bad Weather,1,0
443,2,18,-0.8,-4.2,78,22,20,24.1,100.92,29,-6,Cloudy,Bad Weather,22,0
444,12,28,3.1,3.1,100,6,16,4,99.46,29,-9,"Drizzle,Fog",Bad Weather,21,0
445,8,3,23.6,19.6,78,20,17,16.1,99.54,31,-9,Thunderstorms,Bad Weather,17,0
446,7,5,31.9,19.1,46,28,19,16.1,100.05,39,-9,Mostly Cloudy,Bad Weather,13,0
447,9,11,17.7,13.8,78,14,7,24.1,100.43,29,-9,Mostly Cloudy,Bad Weather,19,0
448,10,10,7.3,3.9,79,20,13,24.1,99.03,29,-9,Good Weather,Good Weather,2,1
449,9,8,16.1,12.3,78,32,16,24.1,100.41,29,-9,Good Weather,Good Weather,21,1
450,5,5,7.9,4.5,79,5,17,24.1,101.03,29,-9,Good Weather,Good Weather,6,1
451,1,9,-4.7,-6.8,85,20,11,24.1,99.94,29,-9,Good Weather,Good Weather,6,1
452,10,20,16.6,9.8,64,16,7,24.1,98.64,29,-9,Cloudy,Bad Weather,16,0
453,2,15,7.9,5.5,84,20,18,24.1,98.77,29,-9,Good Weather,Good Weather,17,1
454,1,23,-1.4,-4.7,78,24,12,24.1,99.57,29,-5,Good Weather,Good Weather,20,1
455,4,22,19.2,9.5,53,9,37,24.1,99.26,29,-9,Good Weather,Good Weather,12,1
456,5,1,10.3,3.2,61,18,19,24.1,97.57,29,-9,Good Weather,Good Weather,17,1
457,5,3,7,6.7,98,36,7,8.1,98.28,29,-9,"Rain,Fog",Bad Weather,4,0
458,11,1,-1.2,-5,75,8,24,6.4,100.3,29,-7,Snow,Bad Weather,1,0
459,11,9,2.7,2.3,97,24,14,16.1,99.71,29,-9,Rain Showers,Bad Weather,22,0
460,8,8,20.3,18.8,91,25,12,24.1,98.82,27,-9,Cloudy,Bad Weather,10,0
461,8,28,16.5,12.5,77,9,9,24.1,100.43,29,-9,Good Weather,Good Weather,8,1
462,12,22,-11.2,-13.8,81,2,10,24.1,102.03,29,-17,Clear,Good Weather,1,1
463,10,1,12.3,12.3,100,28,9,24.1,101.08,29,-9,Clear,Good Weather,4,1
464,12,18,4.5,4.4,99,28,19,11.3,97.71,29,-9,Rain,Bad Weather,19,0
465,1,26,-5,-9.1,73,28,19,24.1,98.93,29,-11,Mostly Cloudy,Bad Weather,16,0
466,11,21,-1.2,-7.3,63,8,23,24.1,101,29,-7,Good Weather,Good Weather,15,1
467,2,9,-4.4,-6.1,88,2,3,24.1,100.99,29,-6,Clear,Good Weather,1,1
468,1,26,-8,-10.3,83,24,11,24.1,99.59,29,-13,Mainly Clear,Good Weather,22,1
469,9,23,19.6,12,61,7,7,24.1,100.98,29,-9,Good Weather,Good Weather,17,1
470,6,27,19.1,18.8,98,11,8,16.1,99.02,29,-9,Bad_Weather,Bad Weather,6,0
471,11,9,-0.3,-0.4,99,22,7,0.8,99.6,29,-3,Freezing Fog,Bad Weather,16,0
472,5,7,17,5.7,47,27,14,24.1,99.58,29,-9,Mostly Cloudy,Bad Weather,19,0
473,8,31,15.1,5.7,53,34,10,24.1,100.53,29,-9,Good Weather,Good Weather,9,1
474,11,13,-1.4,-2.6,91,10,14,16.1,100.74,29,-6,Snow,Bad Weather,13,0
475,10,30,0.1,0,99,5,14,2.4,100.04,29,-9,Snow,Bad Weather,3,0
476,11,25,-4,-6.7,81,23,12,24.1,101.22,29,-9,Good Weather,Good Weather,9,1
477,4,2,0.4,-12.6,37,36,2,24.1,100.38,29,-9,Good Weather,Good Weather,17,1
478,11,25,-9.6,-12.7,78,22,11,24.1,101.25,29,-15,Clear,Good Weather,4,1
479,9,1,21.6,12.5,56,21,7,24.1,101.19,29,-9,Good Weather,Good Weather,11,1
480,12,20,-1.1,-3.9,81,30,11,24.1,101.47,29,-5,Good Weather,Good Weather,14,1
481,7,18,17,16.8,99,18,4,24.1,100.04,29,-9,Good Weather,Good Weather,23,1
482,5,21,10.2,-2.3,41,36,16,24.1,100.75,29,-9,Good Weather,Good Weather,23,1
483,1,20,-2.4,-3.5,92,33,10,24.1,100.1,29,-6,Mostly Cloudy,Bad Weather,22,0
484,2,26,-12.7,-14.3,88,9,12,1.6,99.53,29,-19,Snow,Bad Weather,8,0
485,11,5,1.9,-1.8,76,33,10,24.1,100.4,29,-9,Good Weather,Good Weather,5,1
486,7,1,25.1,21.1,78,22,11,3.2,99.89,34,-9,Smoke,Bad Weather,10,0
487,10,6,20,13.9,67,17,21,24.1,99.86,29,-9,Cloudy,Bad Weather,1,0
488,9,6,19,19,100,22,5,24.1,99.9,29,-9,Good Weather,Good Weather,6,1
489,7,31,19.5,10.7,56,31,23,24.1,100.25,29,-9,Good Weather,Good Weather,12,1
490,2,13,-4.7,-5.9,92,6,12,24.1,99.63,29,-9,Clear,Good Weather,1,1
491,8,21,21.6,10.2,48,34,23,24.1,100.72,29,-9,Mostly Cloudy,Bad Weather,16,0
492,5,7,21.2,3.3,30,31,23,24.1,100.15,29,-9,Good Weather,Good Weather,11,1
493,9,25,17.6,9.6,59,6,20,24.1,101.1,29,-9,Clear,Good Weather,10,1
494,12,4,-1.5,-2.1,96,27,7,8.1,99.29,29,-4,Snow,Bad Weather,12,0
495,12,30,-2.1,-4.5,84,32,19,24.1,99.14,29,-8,Good Weather,Good Weather,8,1
496,6,27,20.4,19.8,97,5,8,24.1,99.01,28,-9,Mostly Cloudy,Bad Weather,22,0
497,7,2,19.9,19.5,97,10,3,12.9,99.69,29,-9,Bad_Weather,Bad Weather,0,0
498,11,16,3.5,0.5,81,24,10,24.1,100.52,29,-9,Good Weather,Good Weather,0,1
499,3,1,-4.7,-5.9,92,20,6,24.1,100.49,29,-7,Good Weather,Good Weather,9,1
500,10,9,9.2,8.1,92,19,22,16.1,98.74,29,-9,Rain,Bad Weather,14,0
501,3,19,-4,-10.2,62,20,13,24.1,100.12,29,-9,Good Weather,Good Weather,23,1
502,5,28,27.4,8.6,30,24,17,24.1,100.44,28,-9,Good Weather,Good Weather,12,1
503,12,17,-1.3,-4.8,77,8,18,24.1,101.14,29,-7,Good Weather,Good Weather,2,1
504,8,19,18.3,12.1,67,24,9,24.1,99.85,29,-9,Good Weather,Good Weather,20,1
505,1,22,-2.1,-2.3,99,7,8,3.2,99.79,29,-5,Snow,Bad Weather,23,0
506,11,10,3.3,1,85,30,19,24.1,100.3,29,-9,Good Weather,Good Weather,18,1
507,6,14,16.2,15.1,93,30,10,24.1,98.62,29,-9,Good Weather,Good Weather,20,1
508,10,4,19.4,15.5,78,16,9,24.1,100.52,29,-9,Good Weather,Good Weather,23,1
509,1,10,-8,-10.7,81,33,14,16.1,100.27,29,-14,Mainly Clear,Good Weather,4,1
510,11,26,-3.1,-4.1,93,16,9,24.1,100.78,29,-7,Mainly Clear,Good Weather,4,1
511,11,30,0,-3.1,80,22,10,16.1,99.71,29,-3,Bad_Weather,Bad Weather,5,0
512,5,18,1,-3.9,70,26,9,24.1,100.68,29,-9,Good Weather,Good Weather,0,1
513,4,7,1.3,-9.6,44,28,28,24.1,101.52,29,-9,Good Weather,Good Weather,12,1
514,5,9,9.8,-3.1,40,11,5,24.1,100.5,29,-9,Clear,Good Weather,22,1
515,10,19,10.2,6.7,79,19,17,24.1,100.39,29,-9,Good Weather,Good Weather,8,1
516,10,18,13.6,5.8,59,18,7,24.1,100.48,29,-9,Mostly Cloudy,Bad Weather,16,0
517,5,21,19,4.4,38,35,24,24.1,100.26,29,-9,Good Weather,Good Weather,18,1
518,8,12,18.5,18.3,99,14,8,16.1,99.32,29,-9,Bad_Weather,Bad Weather,23,0
519,7,12,24.6,15,55,27,11,24.1,99.9,29,-9,Good Weather,Good Weather,14,1
520,4,21,3.2,-3.4,62,8,26,24.1,100.47,29,-9,Good Weather,Good Weather,6,1
521,7,25,21,18.3,85,25,8,16.1,100.41,27,-9,Bad_Weather,Bad Weather,9,0
522,6,4,13.5,3.7,51,2,10,24.1,100.85,29,-9,Mainly Clear,Good Weather,7,1
523,9,21,20.6,7.5,42,13,5,24.1,101.28,29,-9,Good Weather,Good Weather,14,1
524,3,6,2.4,-11.4,36,33,18,24.1,100.28,29,-9,Good Weather,Good Weather,18,1
525,11,19,-0.9,-3.2,84,25,15,24.1,99.41,29,-6,Mainly Clear,Good Weather,7,1
526,11,6,0.2,-4.2,72,9,14,24.1,100.53,29,-9,Snow,Bad Weather,11,0
527,8,3,20.4,18.3,87,22,17,24.1,99.58,27,-9,Thunderstorms,Bad Weather,20,0
528,5,11,8.6,3.7,71,25,12,24.1,100.36,29,-9,Good Weather,Good Weather,5,1
529,7,9,17.1,15.7,92,22,8,24.1,99.67,29,-9,Good Weather,Good Weather,5,1
530,3,11,-3.1,-8.1,69,29,12,24.1,100.36,29,-8,Good Weather,Good Weather,21,1
531,7,19,15.9,14.3,90,29,8,24.1,100.25,29,-9,Good Weather,Good Weather,6,1
532,12,29,0.5,-0.5,93,32,17,24.1,99.03,29,-9,Mostly Cloudy,Bad Weather,22,0
533,11,22,1.5,1.4,99,32,7,12.9,99.29,29,-9,Bad_Weather,Bad Weather,17,0
534,7,2,26.1,21.1,74,26,5,16.1,99.53,35,-9,Bad_Weather,Bad Weather,17,0
535,1,13,-3.2,-4.3,92,36,29,1.6,99.16,29,-11,Snow,Bad Weather,8,0
536,10,29,4.1,-3,60,34,16,24.1,101.04,29,-9,Mostly Cloudy,Bad Weather,1,0
537,1,3,-0.1,-0.9,95,7,10,24.1,100.28,29,-3,Good Weather,Good Weather,9,1
538,11,23,3.7,2.3,91,24,15,16.1,99.48,29,-9,Cloudy,Bad Weather,16,0
539,9,16,10.1,10.1,100,30,13,24.1,100.4,29,-9,Mostly Cloudy,Bad Weather,7,0
540,12,18,4.4,4.3,100,26,17,16.1,97.57,29,-9,Rain,Bad Weather,18,0
541,8,1,20.6,9.2,47,30,16,24.1,100.76,29,-9,Good Weather,Good Weather,18,1
542,6,4,21.2,1,26,2,32,24.1,100.63,29,-9,Good Weather,Good Weather,12,1
543,4,7,2,-10.8,38,29,24,24.1,101.54,29,-9,Mainly Clear,Good Weather,13,1
544,9,1,23.2,12.1,49,22,9,24.1,100.93,26,-9,Clear,Good Weather,16,1
545,7,11,18.3,18.3,100,36,2,24.1,99.47,29,-9,Good Weather,Good Weather,2,1
546,10,23,10,1.5,55,30,14,24.1,100.9,29,-9,Good Weather,Good Weather,14,1
547,4,30,9.9,7.3,84,8,25,24.1,99.05,29,-9,Good Weather,Good Weather,9,1
548,1,28,-3.3,-5.6,84,16,18,24.1,99.77,29,-9,Good Weather,Good Weather,0,1
549,2,27,-10,-14.4,70,29,18,24.1,100.1,29,-17,Good Weather,Good Weather,2,1
550,8,10,17.3,16.8,97,19,8,24.1,98.88,29,-9,Mainly Clear,Good Weather,19,1
551,5,12,14.6,12.6,88,24,5,24.1,100.29,29,-9,Good Weather,Good Weather,6,1
552,9,7,21.7,21.1,96,20,11,24.1,99.23,30,-9,Good Weather,Good Weather,2,1
